Email;Tip;Kaynak;Tarih
bilgi@adanaorganize.org.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ulaspamuk@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@tusemplastik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@somtech.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@seraendustriyel.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@sevditekstil.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
simge@simgeambalaj.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
adil@shamlantobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@royalyanginsistemleri.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozka-02@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
organivovia@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
olgunemlak01@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@novantekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@metalartendustri.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@linkpano.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ursa@ursa.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
1kariastone@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
kaanteknikhirdavat@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@formpor.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe1@oguzgida.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@hastobacco.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@bvstobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@btvkimya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ateksltd@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
cagdassmmm@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
alkanatur@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
adana2260@ziraatbank.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
zekimnftekstil@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
tarik.sonmez@zaambalaj.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
yzd@yzd.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@yonpas.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@adanatreylerservis.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
my@yilsan.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@yilpack.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@myboya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@yentekstekstil.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@yenigunltd.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ozgur.cetin@a101.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
pinark@yavuzteknik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
fsminsaat01@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
yamac.makine@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@vuralplastik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@vodo.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@verakumascilik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@veray.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@unveren.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
tolga@unhak-metal.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ulasdokum@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
gs827opr@vakifbank.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
s601901@isbank.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@turkayfood.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
turvar@turvargroup.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@toyasteknik.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ekrem@toroskumasboya.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@hastobacco.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
osman@toros-insaat.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ezgicirik@tiftikbeton.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
savra_81@hotmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
murat@turgutlarmutfak.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@tezkim.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
termayapi@gmail.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
tezkim@tezkim.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
atilla@temizisambalaj.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@teknopakambalaj.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
ilyas@teknikmetal.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
teknikateknik@teknikateknik.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
cevre@teknikvida.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
tekinsan@tekinsan.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
muhasebe@techfor.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
taymak@taymak.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
datici@tadim-freshcut.com;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
info@tatsen.com.tr;E-Posta;Firmalar - Adana Organize Sanayi Bölge Müdürlüğü;3/20/2026
